model_id,display_name,provider,curve_profile,difficulty_score,p_low,p_mid,p_mid_high,p_high,estimated_score,score_lower,score_upper
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,92,0.00031503869408122664,0.006806390051653843,0.11880133608939725,0.8740772351648677,41.90031697664151,33.900316976641506,49.90031697664151
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,93,0.00027803096387757353,0.006011871173014938,0.10650550414600068,0.8872045937171068,41.4947837301064,33.4947837301064,49.4947837301064
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,94,0.0002453694805427675,0.0053095552231482435,0.09532369802636564,0.8991213772699433,41.1270769509055,33.12707695090549,49.1270769509055
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,95,0.00021654404989512877,0.004688861655826937,0.08518758825622974,0.9099070060380482,40.794612272128845,32.794612272128845,48.794612272128845
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,96,0.00019110431587765486,0.004140397704686216,0.0760259668016432,0.9196425311777929,40.494784128566344,32.49478412856634,48.494784128566344
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,97,0.00016865275398914026,0.0036558308906481374,0.06776671579991511,0.9284088005554476,40.22501700292365,32.22501700292364,48.22501700292365
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,98,0.00014883848257296606,0.0032277738991663973,0.060338381870226,0.9362850057480346,39.98280570229495,31.982805702294943,47.98280570229495
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,99,0.0001313517970652489,0.002849680932789589,0.05367139257811904,0.9433475746920261,39.765745693833026,31.765745693833026,47.765745693833026
claude-opus-4-8,Claude Opus 4.8,Anthropic,frontier_resilient,100,0.00011591934318644359,0.002515754631698064,0.047698958622592325,0.9496693674025232,39.571554735047975,31.571554735047975,47.571554735047975
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,0,0.9688561694652216,0.029733472038160437,0.0013400466539488735,7.031184266914956e-05,95.04075197639217,81.04075197639217,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,1,0.9648551535992067,0.033547000906775926,0.0015181724841563124,7.967300986103147e-05,94.97534959947227,80.97534959947227,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,2,0.96036116089903,0.03782862807476737,0.0017199306360523373,9.028039015031105e-05,94.90181798191541,80.90181798191541,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,3,0.9553191297273498,0.04263012673273281,0.0019484436851915632,0.00010229985472581486,94.8192288429109,80.81922884291089,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,4,0.9496693674025232,0.0480074700748456,0.0022072431794449517,0.00011591934318633098,94.72656967200665,80.72656967200665,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,5,0.9433475746920262,0.054020751333089236,0.002500322177819312,0.00013135179706526775,94.62274187279748,80.62274187279748,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,6,0.9362850057480347,0.060733961522110406,0.0028321942472820157,0.0001488384825728813,94.506560594485,80.506560594485,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,7,0.9284088005554475,0.06821458706281297,0.0032079596277503563,0.00016865275398914432,94.37675675751358,80.37675675751356,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,8,0.9196425311777929,0.07653298517756987,0.003633379328759434,0.00019110431587777673,94.23198183803987,80.23198183803987,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,9,0.9099070060380482,0.08576149194138781,0.004114957970668882,0.00021654404989510326,94.07081601634061,80.0708160163406,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,10,0.8991213772699435,0.09597321702433448,0.004660036225179408,0.00024536948054262246,93.8917803036524,79.8917803036524,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,11,0.8872045937171068,0.10724048157920207,0.0052768937398135875,0.00027803096387751553,93.69335322454798,79.69335322454796,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,12,0.8740772351648677,0.1196328626982398,0.005974863442811143,0.0003150386940813393,93.47399252950984,79.47399252950984,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,13,0.8596637505099168,0.1332148207443481,0.006764458110697443,0.0003569706350376584,93.23216222556499,79.23216222556499,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,14,0.8438951025545426,0.14804290591718577,0.00765751003042956,0.00040448149784208087,92.96636492394687,78.96636492394687,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,15,0.8267117940706734,0.16416256854014605,0.008667324488545482,0.00045831290063503817,92.67517910043145,78.67517910043145,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,16,0.8080672135527632,0.18160463392793155,0.009808847654810264,0.0005193048644949271,92.35730034452854,78.35730034452854,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,17,0.7879311956428947,0.2003815463614109,0.011098849177137493,0.0005884088185569393,92.01158505298662,78.01158505298662,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,18,0.7662936430859598,0.22048353516173502,0.012556119443061559,0.00066670230924359,91.63709433852611,77.63709433852611,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,19,0.7431680086124812,0.2418749047943688,0.014201680960420463,0.0007554056327295283,91.2331352405744,77.23313524057438,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,20,0.7185943925708562,0.26449069416241733,0.01605901262998128,0.0008559006367452277,90.79929573248022,76.79929573248022,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,21,0.6926419831347362,0.28823398011437484,0.018154284783106312,0.0009697519677825852,90.3354696322953,76.3354696322953,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,22,0.6654105587468141,0.31297410849053825,0.020516601689723,0.001098731072924643,89.84186746307975,75.84186746307975,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,23,0.6370307944803832,0.33854611546550956,0.023178246752018822,0.0012448433020883745,89.31900968235836,75.31900968235836,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,24,0.6076631698328918,0.3647515479403183,0.026174923730171957,0.001410358496618023,88.76769957803994,74.76769957803994,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,25,0.5774953651858119,0.39136080427940967,0.029545985040761114,0.0015978454940173438,88.1889745130814,74.1889745130814,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,26,0.546738151984614,0.41811700161459286,0.03333463537459062,0.0018102110262026483,87.58403601159223,73.58403601159223,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,27,0.5156199157230157,0.4447412451760143,0.037588095561052644,0.002050743539917378,86.95416124419758,72.95416124419758,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,28,0.4843800842769844,0.47093904545036536,0.04235770775001892,0.0023231625226312826,86.30060054772879,72.30060054772879,100.0
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,29,0.45326184801538627,0.4964075193871369,0.04769895862259228,0.0026316739748845795,85.62446742712355,71.62446742712355,99.62446742712355
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,30,0.4225046348141883,0.5208429398778379,0.05367139257811891,0.0029810327298548972,84.92662877712378,70.92662877712378,98.92662877712378
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,31,0.3923368301671085,0.5439481755809261,0.060338381870225805,0.0033766123817395004,84.20760364026061,70.20760364026061,98.20760364026061
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,32,0.36296920551961687,0.5654395950358306,0.06776671579991526,0.003824483644637211,83.46747860837704,69.46747860837704,97.46747860837704
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,33,0.334589441253186,0.5850530899246069,0.07602596680164309,0.00433150202056399,82.70584702433393,68.70584702433393,96.70584702433393
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,34,0.30735801686526387,0.6025489891727843,0.08518758825622978,0.004905405705722035,81.9217776031396,67.9217776031396,95.9217776031396
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,35,0.2814056074291439,0.6177157698407996,0.09532369802636538,0.005554924703691103,81.11381618843187,67.11381618843187,95.11381618843187
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,36,0.2568319913875189,0.6303726023295879,0.1065055041460007,0.006289902136892483,80.28002232415291,66.28002232415291,94.28002232415291
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,37,0.2337063569140404,0.6403708782508273,0.11880133608939719,0.007121428745735101,79.41804034658408,65.41804034658408,93.41804034658408
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,38,0.2120688043571053,0.6475949461528115,0.13227425796181155,0.008061991528271641,78.52520290918193,64.52520290918193,92.52520290918194
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,39,0.19193278644723677,0.6519623161073058,0.1469792600562769,0.00912563738918052,77.5986632780085,63.5986632780085,91.5986632780085
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,40,0.1732882059293266,0.6534235881413468,0.1629600534100214,0.010328152519305191,76.63555134441246,62.63555134441246,90.63555134441246
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,41,0.15610489744545752,0.6519623161073058,0.1802455284515423,0.011687257995694433,75.63314702132107,61.633147021321065,89.63314702132107
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,42,0.14033624949008328,0.6475949461528114,0.19884598260480008,0.01322282175230515,74.58906345167875,60.58906345167876,88.58906345167877
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,43,0.12592276483513243,0.6403708782508274,0.2187492703208902,0.01495708659314999,73.50143124026403,59.501431240264026,87.50143124026403
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,44,0.1127954062828933,0.6303726023295879,0.23991707812079227,0.01691491326672651,72.36907378004886,58.369073780048865,86.36907378004886
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,45,0.10087862273005643,0.6177157698407998,0.2622815706782549,0.019124036750888904,71.1916628312664,57.1916628312664,85.1916628312664
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,46,0.0900929939619518,0.6025489891727843,0.2857426841026162,0.021615332762647654,69.9698430590608,55.96984305906081,83.9698430590608
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,47,0.08035746882220707,0.5850530899246071,0.31016635119907865,0.024423090054107196,68.70531452576148,54.70531452576148,82.70531452576148
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,48,0.07159119944455239,0.5654395950358309,0.33538392329282674,0.02758528222678998,67.40086343614625,53.40086343614625,81.40086343614625
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,49,0.06371499425196536,0.5439481755809263,0.36119299963232976,0.03114383053477846,66.06033393012679,52.06033393012679,80.06033393012679
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,50,0.056652425307973875,0.520842939877838,0.3873597884133949,0.03514484640079327,64.68853742420185,50.688537424201854,78.68853742420185
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,51,0.05033063259747683,0.49640751938713706,0.41362300891441606,0.03963883910097002,63.29110071779937,49.29110071779937,77.29110071779937
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,52,0.04468087027265022,0.4709390454503654,0.43969921400433415,0.044680870272650205,61.874259366835915,47.874259366835915,75.87425936683591
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,53,0.03963883910096999,0.44474124517601443,0.4652892831255387,0.050330632597476894,60.444608057977774,46.444608057977774,74.44460805797777
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,54,0.035144846400793295,0.41811700161459286,0.49008572667663997,0.056652425307973854,59.0088241767182,45.0088241767182,73.0088241767182
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,55,0.031143830534778427,0.3913608042794098,0.5137803709338464,0.06371499425196536,57.573383782392504,43.573383782392504,71.57338378239251
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,56,0.02758528222678991,0.3647515479403184,0.5360719703883392,0.0715911994445525,56.144290306528,42.144290306528,70.144290306528
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,57,0.024423090054107366,0.3385461154655097,0.556673325658176,0.08035746882220701,54.72683529838327,40.72683529838327,68.72683529838326
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,58,0.0216153327626476,0.3129741084905385,0.5753175647848621,0.09009299396195179,53.32540761164593,39.32540761164592,67.32540761164593
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,59,0.019124036750888807,0.2882339801143752,0.5917633604046795,0.10087862273005649,51.94336301499608,37.94336301499608,65.94336301499608
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,60,0.01691491326672656,0.26449069416241733,0.6057989862879629,0.11279540628289318,50.58296096287517,36.58296096287516,64.58296096287516
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,61,0.014957086593149982,0.2418749047943689,0.6172452437773488,0.1259227648351323,49.245369875887825,35.245369875887825,63.245369875887825
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,62,0.013222821752305158,0.22048353516173524,0.6259573935958764,0.1403362494900832,47.93073735901503,33.93073735901503,61.93073735901504
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,63,0.011687257995694367,0.20038154636141092,0.6318262981974373,0.1561048974454574,46.63831775111045,32.63831775111045,60.63831775111045
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,64,0.010328152519305078,0.1816046339279317,0.6347790076234366,0.1732882059293266,45.36664644775282,31.36664644775282,59.36664644775283
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,65,0.009125637389180596,0.164162568540146,0.6347790076234365,0.19193278644723685,44.11374856323928,30.11374856323928,58.11374856323928
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,66,0.008061991528271584,0.14804290591718583,0.6318262981974372,0.21206880435710537,42.87736854504221,28.87736854504221,56.877368545042216
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,67,0.00712142874573507,0.13321482074434798,0.6259573935958765,0.23370635691404038,41.655207112654765,27.65520711265476,55.65520711265477
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,68,0.006289902136892511,0.1196328626982398,0.6172452437773488,0.25683199138751894,40.44515216640076,26.44515216640076,54.44515216640076
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,69,0.005554924703691011,0.1072404815792023,0.605798986287963,0.28140560742914367,39.245490977900616,25.245490977900616,53.24549097790061
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,70,0.004905405705722066,0.09597321702433459,0.5917633604046797,0.3073580168652637,38.055092007773894,24.055092007773894,52.055092007773894
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,71,0.004331502020563871,0.08576149194138794,0.5753175647848623,0.33458944125318585,36.8735461602908,22.873546160290797,50.87354616029081
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,72,0.0038244836446372776,0.07653298517756979,0.5566733256581762,0.3629692055196167,35.7012592869951,21.7012592869951,49.7012592869951
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,73,0.0033766123817393634,0.06821458706281303,0.5360719703883394,0.39233683016710824,34.539490383122875,20.53949038312287,48.539490383122875
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,74,0.002981032729854838,0.060733961522110524,0.5137803709338464,0.42250463481418815,33.390333189985704,19.390333189985704,47.390333189985704
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,75,0.0026316739748845075,0.05402075133308937,0.49008572667664,0.4532618480153861,32.25664269575214,18.25664269575214,46.25664269575214
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,76,0.002323162522631206,0.048007470074845626,0.4652892831255388,0.48438008427698437,31.141912032690882,17.141912032690882,45.14191203269088
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,77,0.00205074353991741,0.04263012673273281,0.4396992140043342,0.5156199157230156,30.050109084900257,16.050109084900257,44.05010908490026
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,78,0.0018102110262026017,0.03782862807476739,0.41362300891441617,0.5467381519846138,28.985485265754956,14.985485265754955,42.98548526575496
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,79,0.0015978454940173137,0.03354700090677598,0.3873597884133949,0.5774953651858118,27.95237095030389,13.952370950303889,41.952370950303894
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,80,0.0014103584966180804,0.029733472038160347,0.36119299963232987,0.6076631698328917,26.95497264155505,12.954972641555045,40.954972641555045
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,81,0.0012448433020884053,0.026340438924701504,0.33538392329282674,0.6370307944803834,25.99718601141668,11.997186011416677,39.99718601141668
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,82,0.0010987310729246857,0.02332435898118268,0.31016635119907876,0.6654105587468139,25.082436630846267,11.082436630846265,39.08243663084627
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,83,0.000969751967782595,0.020645580794865004,0.2857426841026164,0.692641983134736,24.213556848904823,10.21355684890482,38.21355684890482
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,84,0.0008559006367451216,0.018268136114143685,0.2622815706782551,0.7185943925708561,23.392703395044887,9.392703395044885,37.39270339504489
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,85,0.0007554056327294667,0.016159507633997094,0.23991707812079233,0.7431680086124811,22.621316396888275,8.621316396888274,36.621316396888275
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,86,0.0006667023092434832,0.014290384283906499,0.21874927032089042,0.7662936430859596,21.90011709606442,7.9001170960644185,35.90011709606442
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,87,0.0005884088185569292,0.01263441293374823,0.19884598260480013,0.7879311956428947,21.229138938415645,7.229138938415644,35.22913893841565
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,88,0.0005193048644950293,0.011167953131199337,0.1802455284515424,0.8080672135527632,20.607785071964404,6.607785071964403,34.6077850719644
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,89,0.0004583129006350273,0.009869839618670051,0.1629600534100215,0.8267117940706734,20.03490460242269,6.034904602422689,34.034904602422685
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,90,0.00040448149784211296,0.008721155891338483,0.14697926005627682,0.8438951025545426,19.508880100473082,5.508880100473079,33.50888010047308
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,91,0.0003569706350377011,0.007705020893233883,0.13227425796181147,0.859663750509917,19.02771962037034,5.027719620370341,33.02771962037034
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,92,0.00031503869408122664,0.006806390051653843,0.11880133608939725,0.8740772351648677,18.58914764347663,4.589147643476629,32.589147643476636
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,93,0.00027803096387757353,0.006011871173014938,0.10650550414600068,0.8872045937171068,18.19069068675211,4.190690686752108,32.19069068675211
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,94,0.0002453694805427675,0.0053095552231482435,0.09532369802636564,0.8991213772699433,17.829754639962513,3.82975463996251,31.829754639962516
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,95,0.00021654404989512877,0.004688861655826937,0.08518758825622974,0.9099070060380482,17.50369209363317,3.503692093633168,31.503692093633173
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,96,0.00019110431587765486,0.004140397704686216,0.0760259668016432,0.9196425311777929,17.20985892117441,3.2098589211744075,31.209858921174412
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,97,0.00016865275398914026,0.0036558308906481374,0.06776671579991511,0.9284088005554476,16.945660154987007,2.945660154987004,30.94566015498701
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,98,0.00014883848257296606,0.0032277738991663973,0.060338381870226,0.9362850057480346,16.708585751465623,2.7085857514656224,30.708585751465623
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,99,0.0001313517970652489,0.002849680932789589,0.05367139257811904,0.9433475746920261,16.496237197688433,2.4962371976884308,30.496237197688437
claude-sonnet-5,Claude Sonnet 5,Anthropic,balanced_frontier,100,0.00011591934318644359,0.002515754631698064,0.047698958622592325,0.9496693674025232,16.30634610762258,2.3063461076225784,30.306346107622584
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,0,0.9688561694652216,0.029733472038160437,0.0013400466539488735,7.031184266914956e-05,95.50519401314658,87.50519401314658,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,1,0.9648551535992067,0.033547000906775926,0.0015181724841563124,7.967300986103147e-05,95.44594132395005,87.44594132395007,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,2,0.96036116089903,0.03782862807476737,0.0017199306360523373,9.028039015031105e-05,95.37931907457036,87.37931907457036,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,3,0.9553191297273498,0.04263012673273281,0.0019484436851915632,0.00010229985472581486,95.30448439623108,87.30448439623108,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,4,0.9496693674025232,0.0480074700748456,0.0022072431794449517,0.00011591934318633098,95.22051754438196,87.22051754438198,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,5,0.9433475746920262,0.054020751333089236,0.002500322177819312,0.00013135179706526775,95.12642006708597,87.12642006708597,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,6,0.9362850057480347,0.060733961522110406,0.0028321942472820157,0.0001488384825728813,95.02111446761052,87.02111446761052,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,7,0.9284088005554475,0.06821458706281297,0.0032079596277503563,0.00016865275398914432,94.90344581319016,86.90344581319016,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,8,0.9196425311777929,0.07653298517756987,0.003633379328759434,0.00019110431587777673,94.77218579427867,86.77218579427867,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,9,0.9099070060380482,0.08576149194138781,0.004114957970668882,0.00021654404989510326,94.62603977462798,86.62603977462798,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,10,0.8991213772699435,0.09597321702433448,0.004660036225179408,0.00024536948054262246,94.46365738077883,86.46365738077883,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,11,0.8872045937171068,0.10724048157920207,0.0052768937398135875,0.00027803096387751553,94.28364714583904,86.28364714583904,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,12,0.8740772351648677,0.1196328626982398,0.005974863442811143,0.0003150386940813393,94.08459563037505,86.08459563037505,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,13,0.8596637505099168,0.1332148207443481,0.006764458110697443,0.0003569706350376584,93.86509127554943,85.86509127554943,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,14,0.8438951025545426,0.14804290591718577,0.00765751003042956,0.00040448149784208087,93.62375298440107,85.62375298440107,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,15,0.8267117940706734,0.16416256854014605,0.008667324488545482,0.00045831290063503817,93.35926306536503,85.35926306536503,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,16,0.8080672135527632,0.18160463392793155,0.009808847654810264,0.0005193048644949271,93.07040370625718,85.0704037062572,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,17,0.7879311956428947,0.2003815463614109,0.011098849177137493,0.0005884088185569393,92.75609559042441,84.75609559042441,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,18,0.7662936430859598,0.22048353516173502,0.012556119443061559,0.00066670230924359,92.41543665324716,84.41543665324717,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,19,0.7431680086124812,0.2418749047943688,0.014201680960420463,0.0007554056327295283,92.04773836439621,84.04773836439622,100.0
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,20,0.7185943925708562,0.26449069416241733,0.01605901262998128,0.0008559006367452277,91.65255639135205,83.65255639135205,99.65255639135205
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,21,0.6926419831347362,0.28823398011437484,0.018154284783106312,0.0009697519677825852,91.22971215427563,83.22971215427563,99.22971215427563
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,22,0.6654105587468141,0.31297410849053825,0.020516601689723,0.001098731072924643,90.77930173041078,82.77930173041078,98.77930173041078
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,23,0.6370307944803832,0.33854611546550956,0.023178246752018822,0.0012448433020883745,90.30168890535933,82.30168890535933,98.30168890535931
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,24,0.6076631698328918,0.3647515479403183,0.026174923730171957,0.001410358496618023,89.79747996107183,81.79747996107183,97.79747996107182
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,25,0.5774953651858119,0.39136080427940967,0.029545985040761114,0.0015978454940173438,89.26747903932934,81.26747903932934,97.26747903932934
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,26,0.546738151984614,0.41811700161459286,0.03333463537459062,0.0018102110262026483,88.71262455154823,80.71262455154823,96.71262455154822
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,27,0.5156199157230157,0.4447412451760143,0.037588095561052644,0.002050743539917378,88.13390896779947,80.13390896779947,96.13390896779947
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,28,0.4843800842769844,0.47093904545036536,0.04235770775001892,0.0023231625226312826,87.53228619232047,79.53228619232047,95.53228619232046
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,29,0.45326184801538627,0.4964075193871369,0.04769895862259228,0.0026316739748845795,86.90857237122326,78.90857237122326,94.90857237122326
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,30,0.4225046348141883,0.5208429398778379,0.05367139257811891,0.0029810327298548972,86.26334714815785,78.26334714815786,94.26334714815785
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,31,0.3923368301671085,0.5439481755809261,0.060338381870225805,0.0033766123817395004,85.59686291640185,77.59686291640186,93.59686291640185
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,32,0.36296920551961687,0.5654395950358306,0.06776671579991526,0.003824483644637211,84.90896944094833,76.90896944094833,92.90896944094833
gemini-3.5-flash,Gemini 3.5 Flash,Google,balanced_frontier,33,0.334589441253186,0.5850530899246069,0.07602596680164309,0.00433150202056399,84.19906038232646,76.19906038232646,92.19906038232646
