model_id,difficulty_score,p_low,p_mid,p_mid_high,p_high,estimated_quality,quality_lower,quality_upper,estimate_label
claude-sonnet-5,35,0.2814056074291439,0.6177157698407996,0.09532369802636538,0.005554924703691103,0.8206319602305073,0.6806319602305073,0.9606319602305073,public-benchmark constrained estimate
claude-sonnet-5,36,0.2568319913875189,0.6303726023295879,0.10650550414600067,0.0062899021368924835,0.8118283168352078,0.6718283168352078,0.9518283168352079,public-benchmark constrained estimate
claude-sonnet-5,37,0.2337063569140404,0.6403708782508273,0.11880133608939719,0.007121428745735101,0.8026737988900728,0.6626737988900728,0.9426737988900729,public-benchmark constrained estimate
claude-sonnet-5,38,0.2120688043571053,0.6475949461528115,0.13227425796181155,0.008061991528271641,0.793137667699476,0.653137667699476,0.933137667699476,public-benchmark constrained estimate
claude-sonnet-5,39,0.19193278644723677,0.6519623161073058,0.1469792600562769,0.00912563738918052,0.7831878540165745,0.6431878540165745,0.9231878540165745,public-benchmark constrained estimate
claude-sonnet-5,40,0.1732882059293266,0.6534235881413468,0.16296005341002137,0.010328152519305191,0.7727926516699113,0.6327926516699113,0.9127926516699113,public-benchmark constrained estimate
claude-sonnet-5,41,0.15610489744545752,0.6519623161073058,0.1802455284515423,0.011687257995694434,0.7619225988325115,0.6219225988325114,0.9019225988325115,public-benchmark constrained estimate
claude-sonnet-5,42,0.14033624949008328,0.6475949461528114,0.19884598260480008,0.013222821752305148,0.7505524672994182,0.6105524672994181,0.8905524672994182,public-benchmark constrained estimate
claude-sonnet-5,43,0.12592276483513243,0.6403708782508274,0.21874927032089023,0.01495708659314999,0.7386632653286441,0.5986632653286441,0.8786632653286441,public-benchmark constrained estimate
claude-sonnet-5,44,0.1127954062828933,0.6303726023295879,0.23991707812079227,0.01691491326672651,0.7262441455139078,0.5862441455139078,0.8662441455139078,public-benchmark constrained estimate
claude-sonnet-5,45,0.10087862273005643,0.6177157698407998,0.2622815706782549,0.019124036750888904,0.7132940976389807,0.5732940976389806,0.8532940976389807,public-benchmark constrained estimate
claude-sonnet-5,46,0.0900929939619518,0.6025489891727843,0.2857426841026162,0.021615332762647654,0.6998233002584316,0.5598233002584316,0.8398233002584317,public-benchmark constrained estimate
claude-sonnet-5,47,0.08035746882220707,0.585053089924607,0.3101663511990787,0.0244230900541072,0.6858540071024113,0.5458540071024113,0.8258540071024113,public-benchmark constrained estimate
claude-sonnet-5,48,0.07159119944455239,0.5654395950358309,0.3353839232928268,0.027585282226789982,0.6714208583843583,0.5314208583843583,0.8114208583843583,public-benchmark constrained estimate
claude-sonnet-5,49,0.06371499425196536,0.5439481755809263,0.3611929996323298,0.031143830534778462,0.6565705347469549,0.5165705347469549,0.7965705347469549,public-benchmark constrained estimate
claude-sonnet-5,50,0.056652425307973875,0.520842939877838,0.3873597884133949,0.03514484640079327,0.6413607130835066,0.5013607130835066,0.7813607130835066,public-benchmark constrained estimate
claude-sonnet-5,51,0.05033063259747683,0.49640751938713706,0.41362300891441606,0.039638839100970026,0.625858336493108,0.48585833649310795,0.765858336493108,public-benchmark constrained estimate
claude-sonnet-5,52,0.04468087027265022,0.47093904545036547,0.4396992140043341,0.0446808702726502,0.6101372702021226,0.4701372702021226,0.7501372702021226,public-benchmark constrained estimate
claude-sonnet-5,53,0.03963883910096999,0.44474124517601443,0.4652892831255387,0.0503306325974769,0.5942754743001218,0.45427547430012183,0.7342754743001219,public-benchmark constrained estimate
claude-sonnet-5,54,0.035144846400793295,0.41811700161459286,0.49008572667663997,0.05665242530797386,0.5783518744731593,0.43835187447315926,0.7183518744731593,public-benchmark constrained estimate
claude-sonnet-5,55,0.031143830534778427,0.3913608042794098,0.5137803709338464,0.06371499425196536,0.5624431460036401,0.4224431460036401,0.7024431460036401,public-benchmark constrained estimate
claude-sonnet-5,56,0.02758528222678991,0.3647515479403184,0.5360719703883392,0.0715911994445525,0.5466206387446227,0.40662063874462273,0.6866206387446228,public-benchmark constrained estimate
claude-sonnet-5,57,0.024423090054107366,0.3385461154655097,0.556673325658176,0.080357468822207,0.5309476595461289,0.39094765954612887,0.6709476595461289,public-benchmark constrained estimate
claude-sonnet-5,58,0.0216153327626476,0.3129741084905385,0.5753175647848621,0.09009299396195179,0.5154772955163576,0.37547729551635756,0.6554772955163576,public-benchmark constrained estimate
claude-sonnet-5,59,0.019124036750888807,0.2882339801143752,0.5917633604046795,0.10087862273005649,0.5002509117185202,0.3602509117185202,0.6402509117185202,public-benchmark constrained estimate
claude-sonnet-5,60,0.01691491326672656,0.26449069416241733,0.6057989862879629,0.11279540628289315,0.48529739777118786,0.34529739777118784,0.6252973977711879,public-benchmark constrained estimate
claude-sonnet-5,61,0.014957086593149982,0.2418749047943689,0.6172452437773488,0.1259227648351323,0.47063317722636094,0.33063317722636093,0.6106331772263609,public-benchmark constrained estimate
claude-sonnet-5,62,0.013222821752305158,0.22048353516173524,0.6259573935958764,0.1403362494900832,0.4562629384393198,0.3162629384393198,0.5962629384393199,public-benchmark constrained estimate
claude-sonnet-5,63,0.011687257995694367,0.20038154636141092,0.6318262981974373,0.1561048974454574,0.4421810007148717,0.3021810007148717,0.5821810007148718,public-benchmark constrained estimate
claude-sonnet-5,64,0.010328152519305078,0.1816046339279317,0.6347790076234366,0.17328820592932656,0.4283731970686341,0.28837319706863407,0.5683731970686341,public-benchmark constrained estimate
claude-sonnet-5,65,0.009125637389180596,0.164162568540146,0.6347790076234365,0.19193278644723685,0.4148191348932724,0.27481913489327237,0.5548191348932724,public-benchmark constrained estimate
claude-sonnet-5,66,0.008061991528271584,0.14804290591718583,0.6318262981974372,0.21206880435710537,0.4014946864292268,0.2614946864292268,0.5414946864292268,public-benchmark constrained estimate
claude-sonnet-5,67,0.00712142874573507,0.13321482074434798,0.6259573935958767,0.23370635691404035,0.3883745597256021,0.24837455972560207,0.5283745597256021,public-benchmark constrained estimate
claude-sonnet-5,68,0.006289902136892511,0.1196328626982398,0.6172452437773488,0.25683199138751894,0.37543480538993407,0.23543480538993405,0.515434805389934,public-benchmark constrained estimate
claude-sonnet-5,69,0.005554924703691011,0.1072404815792023,0.6057989862879629,0.2814056074291437,0.36265512328788696,0.22265512328788695,0.502655123287887,public-benchmark constrained estimate
claude-sonnet-5,70,0.004905405705722066,0.09597321702433459,0.5917633604046797,0.3073580168652637,0.3500208459485345,0.21002084594853448,0.4900208459485345,public-benchmark constrained estimate
claude-sonnet-5,71,0.004331502020563871,0.08576149194138794,0.5753175647848623,0.3345894412531859,0.33752449220848363,0.19752449220848362,0.47752449220848364,public-benchmark constrained estimate
claude-sonnet-5,72,0.0038244836446372776,0.07653298517756979,0.5566733256581762,0.36296920551961676,0.32516680658115604,0.18516680658115603,0.46516680658115606,public-benchmark constrained estimate
claude-sonnet-5,73,0.0033766123817393634,0.06821458706281303,0.5360719703883393,0.3923368301671083,0.31295722785505087,0.17295722785505085,0.4529572278550509,public-benchmark constrained estimate
claude-sonnet-5,74,0.002981032729854838,0.060733961522110524,0.5137803709338464,0.42250463481418815,0.30091376459585434,0.16091376459585433,0.44091376459585435,public-benchmark constrained estimate
claude-sonnet-5,75,0.0026316739748845075,0.05402075133308937,0.49008572667664,0.4532618480153861,0.2890622942892205,0.14906229428922046,0.4290622942892205,public-benchmark constrained estimate
claude-sonnet-5,76,0.002323162522631206,0.048007470074845626,0.46528928312553886,0.4843800842769843,0.2774353439779849,0.1374353439779849,0.41743534397798493,public-benchmark constrained estimate
claude-sonnet-5,77,0.00205074353991741,0.04263012673273281,0.4396992140043342,0.5156199157230156,0.26607044923786455,0.12607044923786453,0.40607044923786456,public-benchmark constrained estimate
claude-sonnet-5,78,0.0018102110262026017,0.03782862807476739,0.41362300891441617,0.5467381519846138,0.25500822035159515,0.11500822035159514,0.39500822035159516,public-benchmark constrained estimate
claude-sonnet-5,79,0.0015978454940173137,0.03354700090677598,0.3873597884133949,0.5774953651858118,0.24429026506035056,0.10429026506035055,0.3842902650603506,public-benchmark constrained estimate
claude-sonnet-5,80,0.0014103584966180804,0.029733472038160347,0.36119299963232987,0.6076631698328917,0.23395712314066744,0.09395712314066743,0.3739571231406674,public-benchmark constrained estimate
claude-sonnet-5,81,0.0012448433020884053,0.026340438924701504,0.33538392329282674,0.6370307944803834,0.2240463582891644,0.08404635828916437,0.36404635828916443,public-benchmark constrained estimate
claude-sonnet-5,82,0.0010987310729246857,0.02332435898118268,0.31016635119907876,0.6654105587468139,0.21459092888216913,0.07459092888216912,0.35459092888216914,public-benchmark constrained estimate
claude-sonnet-5,83,0.000969751967782595,0.020645580794865004,0.2857426841026164,0.692641983134736,0.20561792478911195,0.06561792478911194,0.34561792478911196,public-benchmark constrained estimate
claude-sonnet-5,84,0.0008559006367451216,0.018268136114143685,0.2622815706782551,0.7185943925708561,0.19714771764141228,0.05714771764141227,0.33714771764141227,public-benchmark constrained estimate
claude-sonnet-5,85,0.0007554056327294667,0.016159507633997094,0.23991707812079233,0.7431680086124811,0.18919353223646374,0.04919353223646372,0.32919353223646375,public-benchmark constrained estimate
claude-sonnet-5,86,0.0006667023092434832,0.014290384283906499,0.21874927032089042,0.7662936430859596,0.18176141187075193,0.04176141187075191,0.3217614118707519,public-benchmark constrained estimate
claude-sonnet-5,87,0.0005884088185569292,0.01263441293374823,0.19884598260480013,0.7879311956428947,0.17485052371995816,0.03485052371995814,0.31485052371995814,public-benchmark constrained estimate
claude-sonnet-5,88,0.0005193048644950293,0.011167953131199337,0.1802455284515424,0.8080672135527632,0.16845373354526091,0.0284537335452609,0.30845373354526096,public-benchmark constrained estimate
claude-sonnet-5,89,0.0004583129006350273,0.009869839618670051,0.1629600534100215,0.8267117940706734,0.16255837196039702,0.022558371960397006,0.30255837196039703,public-benchmark constrained estimate
claude-sonnet-5,90,0.00040448149784211296,0.008721155891338483,0.14697926005627682,0.8438951025545426,0.15714711590365285,0.017147115903652838,0.29714711590365284,public-benchmark constrained estimate
claude-sonnet-5,91,0.0003569706350377011,0.007705020893233883,0.13227425796181147,0.859663750509917,0.1521989167090236,0.012198916709023594,0.29219891670902365,public-benchmark constrained estimate
claude-sonnet-5,92,0.00031503869408122664,0.006806390051653843,0.11880133608939725,0.8740772351648677,0.14768991789359884,0.007689917893598824,0.2876899178935989,public-benchmark constrained estimate
claude-sonnet-5,93,0.00027803096387757353,0.006011871173014938,0.10650550414600068,0.8872045937171068,0.143594319266567,0.0035943192665669754,0.283594319266567,public-benchmark constrained estimate
claude-sonnet-5,94,0.0002453694805427675,0.0053095552231482435,0.09532369802636564,0.8991213772699433,0.13988515743385185,0.0,0.2798851574338519,public-benchmark constrained estimate
claude-sonnet-5,95,0.00021654404989512877,0.004688861655826937,0.08518758825622974,0.9099070060380482,0.1365349849683612,0.0,0.2765349849683612,public-benchmark constrained estimate
claude-sonnet-5,96,0.00019110431587765486,0.004140397704686216,0.0760259668016432,0.9196425311777929,0.13351644071027172,0.0,0.2735164407102717,public-benchmark constrained estimate
claude-sonnet-5,97,0.00016865275398914026,0.0036558308906481374,0.06776671579991511,0.9284088005554476,0.13080271156688414,0.0,0.2708027115668842,public-benchmark constrained estimate
claude-sonnet-5,98,0.00014883848257296606,0.0032277738991663973,0.060338381870226,0.9362850057480346,0.1283678918345791,0.0,0.2683678918345791,public-benchmark constrained estimate
claude-sonnet-5,99,0.0001313517970652489,0.002849680932789589,0.05367139257811904,0.9433475746920261,0.12618724971052933,0.0,0.2661872497105293,public-benchmark constrained estimate
claude-sonnet-5,100,0.00011591934318644359,0.002515754631698064,0.047698958622592325,0.9496693674025232,0.12423741264916935,0.0,0.26423741264916933,public-benchmark constrained estimate
gemini-3.5-flash,0,0.9688561694652216,0.02973347203816044,0.0013400466539488735,7.031184266914957e-05,0.9652567147136715,0.8852567147136715,1.0,public-benchmark constrained estimate
gemini-3.5-flash,1,0.9648551535992067,0.033547000906775926,0.0015181724841563124,7.967300986103147e-05,0.9646881649432082,0.8846881649432082,1.0,public-benchmark constrained estimate
gemini-3.5-flash,2,0.96036116089903,0.037828628074767376,0.0017199306360523377,9.028039015031105e-05,0.9640487921797963,0.8840487921797964,1.0,public-benchmark constrained estimate
gemini-3.5-flash,3,0.9553191297273498,0.0426301267327328,0.0019484436851915632,0.00010229985472581484,0.9633304651625416,0.8833304651625417,1.0,public-benchmark constrained estimate
gemini-3.5-flash,4,0.9496693674025232,0.0480074700748456,0.002207243179444952,0.00011591934318633098,0.9625243017905457,0.8825243017905458,1.0,public-benchmark constrained estimate
gemini-3.5-flash,5,0.9433475746920262,0.05402075133308923,0.0025003221778193124,0.00013135179706526775,0.9616206480579887,0.8816206480579888,1.0,public-benchmark constrained estimate
gemini-3.5-flash,6,0.9362850057480347,0.060733961522110406,0.0028321942472820157,0.0001488384825728813,0.9606090705131347,0.8806090705131348,1.0,public-benchmark constrained estimate
gemini-3.5-flash,7,0.9284088005554475,0.06821458706281297,0.003207959627750357,0.00016865275398914432,0.9594783664238679,0.8794783664238679,1.0,public-benchmark constrained estimate
gemini-3.5-flash,8,0.9196425311777929,0.07653298517756987,0.0036333793287594337,0.00019110431587777675,0.9582165963187507,0.8782165963187507,1.0,public-benchmark constrained estimate
gemini-3.5-flash,9,0.9099070060380482,0.08576149194138781,0.004114957970668882,0.00021654404989510323,0.9568111439060725,0.8768111439060725,1.0,public-benchmark constrained estimate
gemini-3.5-flash,10,0.8991213772699435,0.0959732170243345,0.004660036225179408,0.0002453694805426224,0.9552488084469285,0.8752488084469285,1.0,public-benchmark constrained estimate
gemini-3.5-flash,11,0.8872045937171068,0.10724048157920205,0.0052768937398135875,0.0002780309638775155,0.9535159343394042,0.8735159343394042,1.0,public-benchmark constrained estimate
gemini-3.5-flash,12,0.8740772351648677,0.1196328626982398,0.005974863442811144,0.00031503869408133935,0.9515985818062148,0.8715985818062149,1.0,public-benchmark constrained estimate
gemini-3.5-flash,13,0.8596637505099168,0.1332148207443481,0.006764458110697443,0.00035697063503765833,0.9494827410060621,0.8694827410060622,1.0,public-benchmark constrained estimate
gemini-3.5-flash,14,0.8438951025545426,0.14804290591718577,0.00765751003042956,0.00040448149784208087,0.9471545894611452,0.8671545894611452,1.0,public-benchmark constrained estimate
gemini-3.5-flash,15,0.8267117940706734,0.16416256854014605,0.008667324488545482,0.00045831290063503817,0.9446007893072604,0.8646007893072605,1.0,public-benchmark constrained estimate
gemini-3.5-flash,16,0.8080672135527632,0.18160463392793158,0.009808847654810264,0.000519304864494927,0.9418088165157324,0.8618088165157325,1.0,public-benchmark constrained estimate
gemini-3.5-flash,17,0.7879311956428947,0.2003815463614109,0.011098849177137495,0.0005884088185569393,0.9387673090351797,0.8587673090351797,1.0,public-benchmark constrained estimate
gemini-3.5-flash,18,0.7662936430859598,0.22048353516173505,0.012556119443061557,0.00066670230924359,0.9354664150730714,0.8554664150730714,1.0,public-benchmark constrained estimate
gemini-3.5-flash,19,0.7431680086124812,0.2418749047943688,0.014201680960420461,0.0007554056327295284,0.9318981170252411,0.8518981170252411,1.0,public-benchmark constrained estimate
gemini-3.5-flash,20,0.7185943925708562,0.26449069416241733,0.01605901262998128,0.0008559006367452277,0.9280565016386159,0.8480565016386159,1.0,public-benchmark constrained estimate
gemini-3.5-flash,21,0.6926419831347361,0.2882339801143749,0.018154284783106312,0.0009697519677825852,0.9239379438134071,0.8439379438134071,1.0,public-benchmark constrained estimate
gemini-3.5-flash,22,0.6654105587468141,0.31297410849053825,0.020516601689723003,0.0010987310729246428,0.9195411710412921,0.8395411710412921,0.999541171041292,public-benchmark constrained estimate
gemini-3.5-flash,23,0.6370307944803832,0.33854611546550956,0.023178246752018825,0.0012448433020883743,0.9148671787537667,0.8348671787537667,0.9948671787537666,public-benchmark constrained estimate
gemini-3.5-flash,24,0.6076631698328917,0.36475154794031833,0.02617492373017196,0.001410358496618023,0.909918974407522,0.829918974407522,0.989918974407522,public-benchmark constrained estimate
gemini-3.5-flash,25,0.5774953651858119,0.39136080427940967,0.029545985040761117,0.0015978454940173438,0.9047011399942219,0.8247011399942219,0.9847011399942218,public-benchmark constrained estimate
gemini-3.5-flash,26,0.546738151984614,0.41811700161459286,0.03333463537459062,0.0018102110262026487,0.899219218146896,0.819219218146896,0.9792192181468959,public-benchmark constrained estimate
gemini-3.5-flash,27,0.5156199157230157,0.44474124517601427,0.03758809556105265,0.002050743539917378,0.8934789446915902,0.8134789446915902,0.9734789446915901,public-benchmark constrained estimate
gemini-3.5-flash,28,0.4843800842769844,0.47093904545036536,0.042357707750018916,0.002323162522631283,0.8874853683213672,0.8074853683213672,0.9674853683213671,public-benchmark constrained estimate
gemini-3.5-flash,29,0.45326184801538627,0.4964075193871369,0.04769895862259228,0.00263167397488458,0.8812419137207084,0.8012419137207084,0.9612419137207083,public-benchmark constrained estimate
gemini-3.5-flash,30,0.4225046348141883,0.5208429398778379,0.053671392578118905,0.0029810327298548972,0.8747494557566355,0.7947494557566356,0.9547494557566355,public-benchmark constrained estimate
gemini-3.5-flash,31,0.3923368301671085,0.5439481755809261,0.060338381870225805,0.0033766123817395013,0.8680054776814431,0.7880054776814431,0.948005477681443,public-benchmark constrained estimate
gemini-3.5-flash,32,0.36296920551961687,0.5654395950358306,0.06776671579991526,0.0038244836446372104,0.8610033849803448,0.7810033849803448,0.9410033849803447,public-benchmark constrained estimate
gemini-3.5-flash,33,0.334589441253186,0.5850530899246069,0.07602596680164309,0.00433150202056399,0.85373203889393,0.77373203889393,0.93373203889393,public-benchmark constrained estimate
gemini-3.5-flash,34,0.30735801686526387,0.6025489891727843,0.08518758825622978,0.004905405705722035,0.8461755609870159,0.7661755609870159,0.9261755609870158,public-benchmark constrained estimate
gemini-3.5-flash,35,0.2814056074291439,0.6177157698407996,0.09532369802636538,0.005554924703691103,0.8383134441969289,0.7583134441969289,0.9183134441969288,public-benchmark constrained estimate
gemini-3.5-flash,36,0.2568319913875189,0.6303726023295879,0.10650550414600067,0.0062899021368924835,0.8301209884329392,0.7501209884329393,0.9101209884329392,public-benchmark constrained estimate
gemini-3.5-flash,37,0.2337063569140404,0.6403708782508273,0.11880133608939719,0.007121428745735101,0.8215700615281779,0.741570061528178,0.9015700615281779,public-benchmark constrained estimate
gemini-3.5-flash,38,0.2120688043571053,0.6475949461528115,0.13227425796181155,0.008061991528271641,0.8126301700530343,0.7326301700530343,0.8926301700530342,public-benchmark constrained estimate
gemini-3.5-flash,39,0.19193278644723677,0.6519623161073058,0.1469792600562769,0.00912563738918052,0.8032698093715971,0.7232698093715971,0.883269809371597,public-benchmark constrained estimate
gemini-3.5-flash,40,0.1732882059293266,0.6534235881413468,0.16296005341002137,0.010328152519305191,0.7934580479872485,0.7134580479872485,0.8734580479872485,public-benchmark constrained estimate
gemini-3.5-flash,41,0.15610489744545752,0.6519623161073058,0.1802455284515423,0.011687257995694434,0.7831662870549556,0.7031662870549557,0.8631662870549556,public-benchmark constrained estimate
gemini-3.5-flash,42,0.14033624949008328,0.6475949461528114,0.19884598260480008,0.013222821752305148,0.7723701214548478,0.6923701214548479,0.8523701214548478,public-benchmark constrained estimate
gemini-3.5-flash,43,0.12592276483513243,0.6403708782508274,0.21874927032089023,0.01495708659314999,0.7610512140794392,0.6810512140794392,0.8410512140794392,public-benchmark constrained estimate
gemini-3.5-flash,44,0.1127954062828933,0.6303726023295879,0.23991707812079227,0.01691491326672651,0.7491990808758301,0.6691990808758301,0.82919908087583,public-benchmark constrained estimate
gemini-3.5-flash,45,0.10087862273005643,0.6177157698407998,0.2622815706782549,0.019124036750888904,0.7368126725543307,0.6568126725543307,0.8168126725543307,public-benchmark constrained estimate
gemini-3.5-flash,46,0.0900929939619518,0.6025489891727843,0.2857426841026162,0.021615332762647654,0.7239016324208172,0.6439016324208172,0.8039016324208171,public-benchmark constrained estimate
gemini-3.5-flash,47,0.08035746882220707,0.585053089924607,0.3101663511990787,0.0244230900541072,0.7104871116639349,0.6304871116639349,0.7904871116639348,public-benchmark constrained estimate
gemini-3.5-flash,48,0.07159119944455239,0.5654395950358309,0.3353839232928268,0.027585282226789982,0.6966020365963138,0.6166020365963139,0.7766020365963138,public-benchmark constrained estimate
gemini-3.5-flash,49,0.06371499425196536,0.5439481755809263,0.3611929996323298,0.031143830534778462,0.6822907487794702,0.6022907487794702,0.7622907487794701,public-benchmark constrained estimate
gemini-3.5-flash,50,0.056652425307973875,0.520842939877838,0.3873597884133949,0.03514484640079327,0.6676079788097553,0.5876079788097553,0.7476079788097553,public-benchmark constrained estimate
gemini-3.5-flash,51,0.05033063259747683,0.49640751938713706,0.41362300891441606,0.039638839100970026,0.6526171655571211,0.5726171655571212,0.7326171655571211,public-benchmark constrained estimate
gemini-3.5-flash,52,0.04468087027265022,0.47093904545036547,0.4396992140043341,0.0446808702726502,0.6373881900381637,0.5573881900381638,0.7173881900381637,public-benchmark constrained estimate
gemini-3.5-flash,53,0.03963883910096999,0.44474124517601443,0.4652892831255387,0.0503306325974769,0.621994650015167,0.541994650015167,0.7019946500151669,public-benchmark constrained estimate
gemini-3.5-flash,54,0.035144846400793295,0.41811700161459286,0.49008572667663997,0.05665242530797386,0.6065108500167672,0.5265108500167672,0.6865108500167671,public-benchmark constrained estimate
gemini-3.5-flash,55,0.031143830534778427,0.3913608042794098,0.5137803709338464,0.06371499425196536,0.5910087144792454,0.5110087144792455,0.6710087144792454,public-benchmark constrained estimate
gemini-3.5-flash,56,0.02758528222678991,0.3647515479403184,0.5360719703883392,0.0715911994445525,0.5755548438988664,0.49555484389886634,0.6555548438988663,public-benchmark constrained estimate
gemini-3.5-flash,57,0.024423090054107366,0.3385461154655097,0.556673325658176,0.080357468822207,0.5602079232987002,0.48020792329870016,0.6402079232987001,public-benchmark constrained estimate
gemini-3.5-flash,58,0.0216153327626476,0.3129741084905385,0.5753175647848621,0.09009299396195179,0.5450166606548881,0.46501666065488806,0.625016660654888,public-benchmark constrained estimate
gemini-3.5-flash,59,0.019124036750888807,0.2882339801143752,0.5917633604046795,0.10087862273005649,0.5300183851408425,0.4500183851408425,0.6100183851408425,public-benchmark constrained estimate
gemini-3.5-flash,60,0.01691491326672656,0.26449069416241733,0.6057989862879629,0.11279540628289315,0.5152383781471843,0.4352383781471843,0.5952383781471843,public-benchmark constrained estimate
gemini-3.5-flash,61,0.014957086593149982,0.2418749047943689,0.6172452437773488,0.1259227648351323,0.5006899515603337,0.4206899515603337,0.5806899515603337,public-benchmark constrained estimate
gemini-3.5-flash,62,0.013222821752305158,0.22048353516173524,0.6259573935958764,0.1403362494900832,0.48637523431431207,0.40637523431431205,0.566375234314312,public-benchmark constrained estimate
gemini-3.5-flash,63,0.011687257995694367,0.20038154636141092,0.6318262981974373,0.1561048974454574,0.47228658433658177,0.39228658433658176,0.5522865843365817,public-benchmark constrained estimate
gemini-3.5-flash,64,0.010328152519305078,0.1816046339279317,0.6347790076234366,0.17328820592932656,0.4584085108246329,0.3784085108246329,0.5384085108246329,public-benchmark constrained estimate
gemini-3.5-flash,65,0.009125637389180596,0.164162568540146,0.6347790076234365,0.19193278644723685,0.4447199712274779,0.3647199712274779,0.5247199712274779,public-benchmark constrained estimate
gemini-3.5-flash,66,0.008061991528271584,0.14804290591718583,0.6318262981974372,0.21206880435710537,0.4311968967289784,0.35119689672897836,0.5111968967289784,public-benchmark constrained estimate
gemini-3.5-flash,67,0.00712142874573507,0.13321482074434798,0.6259573935958767,0.23370635691404035,0.4178147971428809,0.3378147971428809,0.4978147971428809,public-benchmark constrained estimate
gemini-3.5-flash,68,0.006289902136892511,0.1196328626982398,0.6172452437773488,0.25683199138751894,0.4045512988305143,0.3245512988305143,0.48455129883051434,public-benchmark constrained estimate
gemini-3.5-flash,69,0.005554924703691011,0.1072404815792023,0.6057989862879629,0.2814056074291437,0.3913884762485127,0.3113884762485127,0.4713884762485127,public-benchmark constrained estimate
gemini-3.5-flash,70,0.004905405705722066,0.09597321702433459,0.5917633604046797,0.3073580168652637,0.37831484880565175,0.29831484880565173,0.45831484880565176,public-benchmark constrained estimate
gemini-3.5-flash,71,0.004331502020563871,0.08576149194138794,0.5753175647848623,0.3345894412531859,0.36532693058542376,0.28532693058542374,0.4453269305854238,public-benchmark constrained estimate
gemini-3.5-flash,72,0.0038244836446372776,0.07653298517756979,0.5566733256581762,0.36296920551961676,0.3524302423932809,0.2724302423932809,0.43243024239328093,public-benchmark constrained estimate
gemini-3.5-flash,73,0.0033766123817393634,0.06821458706281303,0.5360719703883393,0.3923368301671083,0.33963972453603214,0.2596397245360321,0.41963972453603215,public-benchmark constrained estimate
gemini-3.5-flash,74,0.002981032729854838,0.060733961522110524,0.5137803709338464,0.42250463481418815,0.32697952482420534,0.24697952482420532,0.40697952482420535,public-benchmark constrained estimate
gemini-3.5-flash,75,0.0026316739748845075,0.05402075133308937,0.49008572667664,0.4532618480153861,0.314482178084279,0.23448217808427896,0.394482178084279,public-benchmark constrained estimate
gemini-3.5-flash,76,0.002323162522631206,0.048007470074845626,0.46528928312553886,0.4843800842769843,0.3021872378223131,0.2221872378223131,0.3821872378223131,public-benchmark constrained estimate
gemini-3.5-flash,77,0.00205074353991741,0.04263012673273281,0.4396992140043342,0.5156199157230156,0.2901394629696217,0.21013946296962166,0.3701394629696217,public-benchmark constrained estimate
gemini-3.5-flash,78,0.0018102110262026017,0.03782862807476739,0.41362300891441617,0.5467381519846138,0.2783866975199106,0.19838669751991056,0.3583866975199106,public-benchmark constrained estimate
gemini-3.5-flash,79,0.0015978454940173137,0.03354700090677598,0.3873597884133949,0.5774953651858118,0.2669776033542501,0.18697760335425007,0.3469776033542501,public-benchmark constrained estimate
gemini-3.5-flash,80,0.0014103584966180804,0.029733472038160347,0.36119299963232987,0.6076631698328917,0.2559594131663728,0.17595941316637276,0.3359594131663728,public-benchmark constrained estimate
gemini-3.5-flash,81,0.0012448433020884053,0.026340438924701504,0.33538392329282674,0.6370307944803834,0.2453758600365044,0.1653758600365044,0.3253758600365044,public-benchmark constrained estimate
gemini-3.5-flash,82,0.0010987310729246857,0.02332435898118268,0.31016635119907876,0.6654105587468139,0.23526541444790613,0.15526541444790615,0.3152654144479061,public-benchmark constrained estimate
gemini-3.5-flash,83,0.000969751967782595,0.020645580794865004,0.2857426841026164,0.692641983134736,0.22565992237909333,0.1456599223790933,0.30565992237909334,public-benchmark constrained estimate
gemini-3.5-flash,84,0.0008559006367451216,0.018268136114143685,0.2622815706782551,0.7185943925708561,0.2165836950578638,0.13658369505786377,0.2965836950578638,public-benchmark constrained estimate
gemini-3.5-flash,85,0.0007554056327294667,0.016159507633997094,0.23991707812079233,0.7431680086124811,0.20805305794890808,0.1280530579489081,0.28805305794890806,public-benchmark constrained estimate
gemini-3.5-flash,86,0.0006667023092434832,0.014290384283906499,0.21874927032089042,0.7662936430859596,0.20007632876589296,0.12007632876589296,0.28007632876589295,public-benchmark constrained estimate
gemini-3.5-flash,87,0.0005884088185569292,0.01263441293374823,0.19884598260480013,0.7879311956428947,0.19265416542209668,0.11265416542209668,0.2726541654220967,public-benchmark constrained estimate
gemini-3.5-flash,88,0.0005193048644950293,0.011167953131199337,0.1802455284515424,0.8080672135527632,0.1857802066345798,0.10578020663457981,0.2657802066345798,public-benchmark constrained estimate
gemini-3.5-flash,89,0.0004583129006350273,0.009869839618670051,0.1629600534100215,0.8267117940706734,0.17944192033093964,0.09944192033093964,0.25944192033093966,public-benchmark constrained estimate
gemini-3.5-flash,90,0.00040448149784211296,0.008721155891338483,0.14697926005627682,0.8438951025545426,0.17362157662030303,0.09362157662030303,0.25362157662030305,public-benchmark constrained estimate
gemini-3.5-flash,91,0.0003569706350377011,0.007705020893233883,0.13227425796181147,0.859663750509917,0.16829727058445576,0.08829727058445576,0.24829727058445578,public-benchmark constrained estimate
