audit_window,logical_requests,judge_new,judge_reused,judge_new_rate_pct,judge_reuse_rate_pct,first_attempt_success,first_attempt_success_pct,same_model_failover,same_model_failover_pct,backup,final_live,recent_evaluation,rules_fallback,rules_fallback_pct,latency_p50_ms,latency_p95_ms,latency_p99_ms,total_cost_cny,average_new_judge_cost_cny,failed_attempt_cost_cny
7d,862,76,330,8.817,38.283,47,61.842,15,19.737,8,54,6,16,21.053,11087,24955.5,44999,1.9127420280,0.0251676583,0.5128750800
