audit_window,logical_requests,judge_new,judge_reused,judge_new_rate_pct,judge_reuse_rate_pct,first_attempt_success,first_attempt_success_pct,same_model_failover,same_model_failover_pct,backup,final_live,recent_evaluation,rules_fallback,rules_fallback_pct,latency_p50_ms,latency_p95_ms,latency_p99_ms,total_cost_cny,average_new_judge_cost_cny,failed_attempt_cost_cny
24h,27,13,12,48.148,44.444,6,46.154,7,53.846,0,6,4,3,23.077,16434,18514.2,18549.24,0.0042376400,0.0003259723,0.0000000000
